drug_id,name,normalized_name,source
drug:methocarbamol,Methocarbamol,methocarbamol,ddinter
drug:methsuximide,Methsuximide,methsuximide,ddinter
drug:metyrosine,Metyrosine,metyrosine,ddinter
drug:naratriptan,Naratriptan,naratriptan,ddinter
drug:nitrous_oxide,Nitrous oxide,nitrous_oxide,ddinter
drug:paramethadione,Paramethadione,paramethadione,ddinter
drug:perampanel,Perampanel,perampanel,ddinter
drug:pergolide,Pergolide,pergolide,ddinter
drug:phenacemide,Phenacemide,phenacemide,ddinter
drug:phensuximide,Phensuximide,phensuximide,ddinter
drug:rizatriptan,Rizatriptan,rizatriptan,ddinter
drug:ropinirole,Ropinirole,ropinirole,ddinter
drug:rotigotine,Rotigotine,rotigotine,ddinter
drug:terbinafine,Terbinafine,terbinafine,ddinter
drug:trimethadione,Trimethadione,trimethadione,ddinter
drug:trimethobenzamide,Trimethobenzamide,trimethobenzamide,ddinter
drug:tryptophan,Tryptophan,tryptophan,ddinter
drug:valerian,Valerian,valerian,ddinter
drug:yohimbine,Yohimbine,yohimbine,ddinter
drug:ziconotide,Ziconotide,ziconotide,ddinter
drug:zolmitriptan,Zolmitriptan,zolmitriptan,ddinter
drug:deferoxamine,Deferoxamine,deferoxamine,ddinter
drug:anistreplase,Anistreplase,anistreplase,ddinter
drug:betrixaban,Betrixaban,betrixaban,ddinter
drug:brinzolamide_ophthalmic,Brinzolamide (ophthalmic),brinzolamide_ophthalmic,ddinter
drug:bromfenac_ophthalmic,Bromfenac (ophthalmic),bromfenac_ophthalmic,ddinter
drug:chamomile,Chamomile,chamomile,ddinter
drug:dalteparin,Dalteparin,dalteparin,ddinter
drug:defibrotide,Defibrotide,defibrotide,ddinter
drug:deoxycholic_acid,Deoxycholic acid,deoxycholic_acid,ddinter
drug:dipyridamole,Dipyridamole,dipyridamole,ddinter
drug:dorzolamide_ophthalmic,Dorzolamide (ophthalmic),dorzolamide_ophthalmic,ddinter
drug:drotrecogin_alfa,Drotrecogin alfa,drotrecogin_alfa,ddinter
drug:flurbiprofen_ophthalmic,Flurbiprofen (ophthalmic),flurbiprofen_ophthalmic,ddinter
drug:heparin,Heparin,heparin,ddinter
drug:ibritumomab_tiuxetan,Ibritumomab tiuxetan,ibritumomab_tiuxetan,ddinter
drug:icosapent,Icosapent,icosapent,ddinter
drug:tositumomab_i_131,Tositumomab (I-131),tositumomab_i_131,ddinter
drug:nepafenac_ophthalmic,Nepafenac (ophthalmic),nepafenac_ophthalmic,ddinter
drug:pentosan_polysulfate,Pentosan polysulfate,pentosan_polysulfate,ddinter
drug:pralatrexate,Pralatrexate,pralatrexate,ddinter
drug:ramucirumab,Ramucirumab,ramucirumab,ddinter
drug:reteplase,Reteplase,reteplase,ddinter
drug:risedronic_acid,Risedronic acid,risedronic_acid,ddinter
drug:streptokinase,Streptokinase,streptokinase,ddinter
drug:tenecteplase,Tenecteplase,tenecteplase,ddinter
drug:tiludronic_acid,Tiludronic acid,tiludronic_acid,ddinter
drug:tinzaparin,Tinzaparin,tinzaparin,ddinter
drug:tositumomab,Tositumomab,tositumomab,ddinter
drug:urokinase,Urokinase,urokinase,ddinter
drug:ardeparin,Ardeparin,ardeparin,ddinter
drug:argatroban,Argatroban,argatroban,ddinter
drug:bendamustine,Bendamustine,bendamustine,ddinter
drug:binimetinib,Binimetinib,binimetinib,ddinter
drug:caplacizumab,Caplacizumab,caplacizumab,ddinter
drug:danaparoid,Danaparoid,danaparoid,ddinter
drug:diclofenac_ophthalmic,Diclofenac (ophthalmic),diclofenac_ophthalmic,ddinter
drug:edoxaban,Edoxaban,edoxaban,ddinter
drug:enoxaparin,Enoxaparin,enoxaparin,ddinter
drug:eptifibatide,Eptifibatide,eptifibatide,ddinter
drug:ginger,Ginger,ginger,ddinter
drug:hemin,Hemin,hemin,ddinter
drug:lepirudin,Lepirudin,lepirudin,ddinter
drug:nintedanib,Nintedanib,nintedanib,ddinter
drug:niraparib,Niraparib,niraparib,ddinter
drug:pentoxifylline,Pentoxifylline,pentoxifylline,ddinter
drug:regorafenib,Regorafenib,regorafenib,ddinter
drug:suprofen_ophthalmic,Suprofen (ophthalmic),suprofen_ophthalmic,ddinter
drug:tirofiban,Tirofiban,tirofiban,ddinter
drug:dexamethasone_nasal,Dexamethasone (nasal),dexamethasone_nasal,ddinter
drug:triamcinolone_nasal,Triamcinolone (nasal),triamcinolone_nasal,ddinter
drug:pectin,Pectin,pectin,ddinter
drug:atovaquone,Atovaquone,atovaquone,ddinter
drug:proguanil,Proguanil,proguanil,ddinter
drug:pralidoxime,Pralidoxime,pralidoxime,ddinter
drug:auranofin,Auranofin,auranofin,ddinter
drug:avatrombopag,Avatrombopag,avatrombopag,ddinter
drug:azelastine_ophthalmic,Azelastine (ophthalmic),azelastine_ophthalmic,ddinter
drug:phenazopyridine,Phenazopyridine,phenazopyridine,ddinter
drug:methenamine,Methenamine,methenamine,ddinter
drug:benzocaine_topical,Benzocaine (topical),benzocaine_topical,ddinter
drug:baloxavir_marboxil,Baloxavir marboxil,baloxavir_marboxil,ddinter
drug:cefaclor,Cefaclor,cefaclor,ddinter
drug:cefadroxil,Cefadroxil,cefadroxil,ddinter
drug:cefdinir,Cefdinir,cefdinir,ddinter
drug:cefprozil,Cefprozil,cefprozil,ddinter
drug:ceftibuten,Ceftibuten,ceftibuten,ddinter
drug:cefradine,Cefradine,cefradine,ddinter
drug:clindamycin,Clindamycin,clindamycin,ddinter
drug:lincomycin,Lincomycin,lincomycin,ddinter
drug:sulfadiazine,Sulfadiazine,sulfadiazine,ddinter
drug:sulfamethizole,Sulfamethizole,sulfamethizole,ddinter
drug:sulfisoxazole,Sulfisoxazole,sulfisoxazole,ddinter
drug:basiliximab,Basiliximab,basiliximab,ddinter
drug:berotralstat,Berotralstat,berotralstat,ddinter
drug:caspofungin,Caspofungin,caspofungin,ddinter
drug:dapsone_topical,Dapsone (topical),dapsone_topical,ddinter
drug:elvitegravir,Elvitegravir,elvitegravir,ddinter
drug:exemestane,Exemestane,exemestane,ddinter
drug:montelukast,Montelukast,montelukast,ddinter
drug:praziquantel,Praziquantel,praziquantel,ddinter
drug:pretomanid,Pretomanid,pretomanid,ddinter
drug:relugolix,Relugolix,relugolix,ddinter
drug:simeprevir,Simeprevir,simeprevir,ddinter
drug:thallous_chloride,Thallous Chloride,thallous_chloride,ddinter
drug:beclomethasone_dipropionate_nasal,Beclomethasone dipropionate (nasal),beclomethasone_dipropionate_nasal,ddinter
drug:belatacept,Belatacept,belatacept,ddinter
drug:belimumab,Belimumab,belimumab,ddinter
drug:cabergoline,Cabergoline,cabergoline,ddinter
drug:ezetimibe,Ezetimibe,ezetimibe,ddinter
drug:benzhydrocodone,Benzhydrocodone,benzhydrocodone,ddinter
drug:hydrocortisone_ophthalmic,Hydrocortisone (ophthalmic),hydrocortisone_ophthalmic,ddinter
drug:bictegravir,Bictegravir,bictegravir,ddinter
drug:emtricitabine,Emtricitabine,emtricitabine,ddinter
drug:fludeoxyglucose_18f,Fludeoxyglucose (18F),fludeoxyglucose_18f,ddinter
drug:urea,Urea,urea,ddinter
drug:aurothioglucose,Aurothioglucose,aurothioglucose,ddinter
drug:capecitabine,Capecitabine,capecitabine,ddinter
drug:disulfiram,Disulfiram,disulfiram,ddinter
drug:ethambutol,Ethambutol,ethambutol,ddinter
drug:ethionamide,Ethionamide,ethionamide,ddinter
drug:fludarabine,Fludarabine,fludarabine,ddinter
drug:fluorouracil,Fluorouracil,fluorouracil,ddinter
drug:sodium_aurothiomalate,Sodium aurothiomalate,sodium_aurothiomalate,ddinter
drug:diiodohydroxyquinoline,Diiodohydroxyquinoline,diiodohydroxyquinoline,ddinter
drug:mebendazole,Mebendazole,mebendazole,ddinter
drug:pravastatin,Pravastatin,pravastatin,ddinter
drug:stavudine,Stavudine,stavudine,ddinter
drug:zalcitabine,Zalcitabine,zalcitabine,ddinter
drug:bivalirudin,Bivalirudin,bivalirudin,ddinter
drug:bleomycin,Bleomycin,bleomycin,ddinter
drug:burosumab,Burosumab,burosumab,ddinter
drug:deferiprone,Deferiprone,deferiprone,ddinter
drug:eltrombopag,Eltrombopag,eltrombopag,ddinter
drug:omadacycline,Omadacycline,omadacycline,ddinter
drug:folic_acid,Folic acid,folic_acid,ddinter
drug:penicillamine,Penicillamine,penicillamine,ddinter
drug:triethylenetetramine,Triethylenetetramine,triethylenetetramine,ddinter
drug:bremelanotide,Bremelanotide,bremelanotide,ddinter
drug:brodalumab,Brodalumab,brodalumab,ddinter
drug:goldenseal,Goldenseal,goldenseal,ddinter
drug:calcium_glycerophosphate,Calcium glycerophosphate,calcium_glycerophosphate,ddinter
drug:prasterone_enantate,Prasterone enantate,prasterone_enantate,ddinter
drug:parathyroid_hormone,Parathyroid hormone,parathyroid_hormone,ddinter
drug:teriparatide,Teriparatide,teriparatide,ddinter
drug:testolactone,Testolactone,testolactone,ddinter
drug:cyclandelate,Cyclandelate,cyclandelate,ddinter
drug:isoxsuprine,Isoxsuprine,isoxsuprine,ddinter
drug:nesiritide,Nesiritide,nesiritide,ddinter
drug:nitrous_acid,Nitrous acid,nitrous_acid,ddinter
drug:tolazoline,Tolazoline,tolazoline,ddinter
drug:cangrelor,Cangrelor,cangrelor,ddinter
drug:levonordefrin,Levonordefrin,levonordefrin,ddinter
drug:mepivacaine,Mepivacaine,mepivacaine,ddinter
drug:carfilzomib,Carfilzomib,carfilzomib,ddinter
drug:carmustine,Carmustine,carmustine,ddinter
drug:cefazolin,Cefazolin,cefazolin,ddinter
drug:cefepime,Cefepime,cefepime,ddinter
drug:cefixime,Cefixime,cefixime,ddinter
drug:cefotaxime,Cefotaxime,cefotaxime,ddinter
drug:cefotetan,Cefotetan,cefotetan,ddinter
drug:cefoxitin,Cefoxitin,cefoxitin,ddinter
drug:ceftaroline_fosamil,Ceftaroline fosamil,ceftaroline_fosamil,ddinter
drug:ceftazidime,Ceftazidime,ceftazidime,ddinter
drug:ceftolozane,Ceftolozane,ceftolozane,ddinter
drug:ceftriaxone,Ceftriaxone,ceftriaxone,ddinter
drug:clofibrate,Clofibrate,clofibrate,ddinter
drug:fenofibric_acid,Fenofibric acid,fenofibric_acid,ddinter
drug:chloroprocaine,Chloroprocaine,chloroprocaine,ddinter
drug:laronidase,Laronidase,laronidase,ddinter
drug:mecasermin,Mecasermin,mecasermin,ddinter
drug:mecasermin_rinfabate,Mecasermin rinfabate,mecasermin_rinfabate,ddinter
drug:sulfadoxine,Sulfadoxine,sulfadoxine,ddinter
drug:rifamycin,Rifamycin,rifamycin,ddinter
drug:cholic_acid,Cholic Acid,cholic_acid,ddinter
drug:ciclesonide_nasal,Ciclesonide (nasal),ciclesonide_nasal,ddinter
drug:ciclesonide,Ciclesonide,ciclesonide,ddinter
drug:creatine,Creatine,creatine,ddinter
drug:lomustine,Lomustine,lomustine,ddinter
drug:melatonin,Melatonin,melatonin,ddinter
drug:moricizine,Moricizine,moricizine,ddinter
drug:tocainide,Tocainide,tocainide,ddinter
drug:trimetrexate,Trimetrexate,trimetrexate,ddinter
drug:varenicline,Varenicline,varenicline,ddinter
drug:cinacalcet,Cinacalcet,cinacalcet,ddinter
drug:citric_acid,Citric acid,citric_acid,ddinter
drug:eravacycline,Eravacycline,eravacycline,ddinter
drug:fexofenadine,Fexofenadine,fexofenadine,ddinter
drug:flunisolide_nasal,Flunisolide (nasal),flunisolide_nasal,ddinter
drug:fluorometholone_ophthalmic,Fluorometholone (ophthalmic),fluorometholone_ophthalmic,ddinter
drug:loteprednol_ophthalmic,Loteprednol (ophthalmic),loteprednol_ophthalmic,ddinter
drug:mitoxantrone,Mitoxantrone,mitoxantrone,ddinter
drug:pomalidomide,Pomalidomide,pomalidomide,ddinter
drug:talazoparib,Talazoparib,talazoparib,ddinter
drug:vorapaxar,Vorapaxar,vorapaxar,ddinter
drug:picosulfuric_acid,Picosulfuric acid,picosulfuric_acid,ddinter
drug:aztreonam,Aztreonam,aztreonam,ddinter
drug:benznidazole,Benznidazole,benznidazole,ddinter
drug:cefamandole,Cefamandole,cefamandole,ddinter
drug:cefmetazole,Cefmetazole,cefmetazole,ddinter
drug:cefonicid,Cefonicid,cefonicid,ddinter
drug:cefoperazone,Cefoperazone,cefoperazone,ddinter
drug:ceftizoxime,Ceftizoxime,ceftizoxime,ddinter
drug:microcrystalline_cellulose,Microcrystalline cellulose,microcrystalline_cellulose,ddinter
drug:cefalotin,Cefalotin,cefalotin,ddinter
drug:cefapirin,Cefapirin,cefapirin,ddinter
drug:dalbavancin,Dalbavancin,dalbavancin,ddinter
drug:daptomycin,Daptomycin,daptomycin,ddinter
drug:doripenem,Doripenem,doripenem,ddinter
drug:loracarbef,Loracarbef,loracarbef,ddinter
drug:novobiocin,Novobiocin,novobiocin,ddinter
drug:oritavancin,Oritavancin,oritavancin,ddinter
drug:pyrazinamide,Pyrazinamide,pyrazinamide,ddinter
drug:quinupristin,Quinupristin,quinupristin,ddinter
drug:secnidazole,Secnidazole,secnidazole,ddinter
drug:spectinomycin,Spectinomycin,spectinomycin,ddinter
drug:tedizolid,Tedizolid,tedizolid,ddinter
drug:tigecycline,Tigecycline,tigecycline,ddinter
drug:levomefolic_acid,Levomefolic acid,levomefolic_acid,ddinter
drug:leucovorin,Leucovorin,leucovorin,ddinter
drug:levomefolic_acid_calcium,Levomefolic acid (calcium),levomefolic_acid_calcium,ddinter
drug:cromoglicic_acid,Cromoglicic acid,cromoglicic_acid,ddinter
drug:ursodeoxycholic_acid,Ursodeoxycholic acid,ursodeoxycholic_acid,ddinter
drug:human_c1_esterase_inhibitor,Human C1-esterase inhibitor,human_c1_esterase_inhibitor,ddinter
drug:conestat_alfa,Conestat alfa,conestat_alfa,ddinter
drug:dactinomycin,Dactinomycin,dactinomycin,ddinter
drug:denileukin_diftitox,Denileukin diftitox,denileukin_diftitox,ddinter
drug:dinoprostone_topical,Dinoprostone (topical),dinoprostone_topical,ddinter
drug:difenoxin,Difenoxin,difenoxin,ddinter
drug:dimercaprol,Dimercaprol,dimercaprol,ddinter
drug:diphenoxylate,Diphenoxylate,diphenoxylate,ddinter
drug:dipivefrin_ophthalmic,Dipivefrin (ophthalmic),dipivefrin_ophthalmic,ddinter
drug:docusate,Docusate,docusate,ddinter
drug:lacosamide,Lacosamide,lacosamide,ddinter
drug:dornase_alfa,Dornase alfa,dornase_alfa,ddinter
drug:dupilumab,Dupilumab,dupilumab,ddinter
drug:dyphylline,Dyphylline,dyphylline,ddinter
drug:grazoprevir,Grazoprevir,grazoprevir,ddinter
drug:elbasvir,Elbasvir,elbasvir,ddinter
drug:elexacaftor,Elexacaftor,elexacaftor,ddinter
drug:artesunate,Artesunate,artesunate,ddinter
drug:lenalidomide,Lenalidomide,lenalidomide,ddinter
drug:topotecan,Topotecan,topotecan,ddinter
drug:pitavastatin,Pitavastatin,pitavastatin,ddinter
drug:emapalumab,Emapalumab,emapalumab,ddinter
drug:enasidenib,Enasidenib,enasidenib,ddinter
drug:procaine,Procaine,procaine,ddinter
drug:ledipasvir,Ledipasvir,ledipasvir,ddinter
drug:levocarnitine,Levocarnitine,levocarnitine,ddinter
drug:lidocaine_ophthalmic,Lidocaine (ophthalmic),lidocaine_ophthalmic,ddinter
drug:inulin,Inulin,inulin,ddinter
drug:sodium_phosphate_monobasic,"Sodium phosphate, monobasic",sodium_phosphate_monobasic,ddinter
drug:lopinavir,Lopinavir,lopinavir,ddinter
drug:lubiprostone,Lubiprostone,lubiprostone,ddinter
drug:lumacaftor,Lumacaftor,lumacaftor,ddinter
drug:nalmefene,Nalmefene,nalmefene,ddinter
drug:phenyl_salicylate,Phenyl salicylate,phenyl_salicylate,ddinter
drug:miconazole_topical,Miconazole (topical),miconazole_topical,ddinter
drug:imiglucerase,Imiglucerase,imiglucerase,ddinter
drug:miglustat,Miglustat,miglustat,ddinter
drug:guselkumab,Guselkumab,guselkumab,ddinter
drug:inebilizumab,Inebilizumab,inebilizumab,ddinter
drug:ixekizumab,Ixekizumab,ixekizumab,ddinter
drug:selenium,Selenium,selenium,ddinter
drug:mogamulizumab,Mogamulizumab,mogamulizumab,ddinter
drug:naxitamab,Naxitamab,naxitamab,ddinter
drug:omalizumab,Omalizumab,omalizumab,ddinter
drug:risankizumab,Risankizumab,risankizumab,ddinter
drug:rituximab,Rituximab,rituximab,ddinter
drug:sarilumab,Sarilumab,sarilumab,ddinter
drug:satralizumab,Satralizumab,satralizumab,ddinter
drug:secukinumab,Secukinumab,secukinumab,ddinter
drug:siltuximab,Siltuximab,siltuximab,ddinter
drug:tildrakizumab,Tildrakizumab,tildrakizumab,ddinter
drug:tocilizumab,Tocilizumab,tocilizumab,ddinter
drug:vedolizumab,Vedolizumab,vedolizumab,ddinter
drug:propylthiouracil,Propylthiouracil,propylthiouracil,ddinter
drug:nedocromil,Nedocromil,nedocromil,ddinter
drug:netupitant,Netupitant,netupitant,ddinter
drug:mestranol,Mestranol,mestranol,ddinter
drug:riluzole,Riluzole,riluzole,ddinter
drug:paritaprevir,Paritaprevir,paritaprevir,ddinter
drug:onasemnogene_abeparvovec,Onasemnogene abeparvovec,onasemnogene_abeparvovec,ddinter
drug:proparacaine_ophthalmic,Proparacaine (ophthalmic),proparacaine_ophthalmic,ddinter
drug:pegaptanib_ophthalmic,Pegaptanib (ophthalmic),pegaptanib_ophthalmic,ddinter
drug:pegloticase,Pegloticase,pegloticase,ddinter
drug:pegademase,Pegademase,pegademase,ddinter
drug:pegfilgrastim,Pegfilgrastim,pegfilgrastim,ddinter
drug:peginesatide,Peginesatide,peginesatide,ddinter
drug:phylloquinone,Phylloquinone,phylloquinone,ddinter
drug:plecanatide,Plecanatide,plecanatide,ddinter
drug:monopotassium_phosphate,Monopotassium phosphate,monopotassium_phosphate,ddinter
drug:prilocaine,Prilocaine,prilocaine,ddinter
drug:dalfopristin,Dalfopristin,dalfopristin,ddinter
drug:sacubitril,Sacubitril,sacubitril,ddinter
drug:sodium_chloride,Sodium chloride,sodium_chloride,ddinter
drug:vibegron,Vibegron,vibegron,ddinter
drug:minoxidil_topical,Minoxidil (topical),minoxidil_topical,ddinter
drug:pyrimethamine,Pyrimethamine,pyrimethamine,ddinter
drug:sodium_sulfate,Sodium sulfate,sodium_sulfate,ddinter
drug:velpatasvir,Velpatasvir,velpatasvir,ddinter
drug:voxilaprevir,Voxilaprevir,voxilaprevir,ddinter
drug:tetracaine,Tetracaine,tetracaine,ddinter
drug:manganese_sulfate,Manganese (sulfate),manganese_sulfate,ddinter
drug:copper_gluconate,Copper gluconate,copper_gluconate,ddinter
drug:manganese_chloride,Manganese (chloride),manganese_chloride,ddinter
drug:tipiracil,Tipiracil,tipiracil,ddinter
drug:triheptanoin,Triheptanoin,triheptanoin,ddinter
drug:vilanterol,Vilanterol,vilanterol,ddinter
drug:zanamivir,Zanamivir,zanamivir,ddinter
drug:potassium_acetate,Potassium acetate,potassium_acetate,ddinter
drug:potassium_perchlorate,Potassium perchlorate,potassium_perchlorate,ddinter
drug:methacholine,Methacholine,methacholine,ddinter
drug:iron_dextran,Iron Dextran,iron_dextran,ddinter
drug:ixazomib,Ixazomib,ixazomib,ddinter
drug:gentamicin_topical,Gentamicin (topical),gentamicin_topical,ddinter
drug:belinostat,Belinostat,belinostat,ddinter
drug:cytarabine,Cytarabine,cytarabine,ddinter
drug:dacarbazine,Dacarbazine,dacarbazine,ddinter
drug:elotuzumab,Elotuzumab,elotuzumab,ddinter
drug:febuxostat,Febuxostat,febuxostat,ddinter
drug:gemcitabine,Gemcitabine,gemcitabine,ddinter
drug:gemtuzumab_ozogamicin,Gemtuzumab ozogamicin,gemtuzumab_ozogamicin,ddinter
drug:methimazole,Methimazole,methimazole,ddinter
drug:temozolomide,Temozolomide,temozolomide,ddinter
drug:naphazoline_ophthalmic,Naphazoline (ophthalmic),naphazoline_ophthalmic,ddinter
drug:floxuridine,Floxuridine,floxuridine,ddinter
drug:hydroxyurea,Hydroxyurea,hydroxyurea,ddinter
drug:mechlorethamine,Mechlorethamine,mechlorethamine,ddinter
drug:mitomycin,Mitomycin,mitomycin,ddinter
drug:pentostatin,Pentostatin,pentostatin,ddinter
drug:plicamycin,Plicamycin,plicamycin,ddinter
drug:streptozocin,Streptozocin,streptozocin,ddinter
drug:oxybuprocaine_ophthalmic,Oxybuprocaine (ophthalmic),oxybuprocaine_ophthalmic,ddinter
drug:cinchocaine_topical,Cinchocaine (topical),cinchocaine_topical,ddinter
drug:tetracaine_topical,Tetracaine (topical),tetracaine_topical,ddinter
drug:capsicum,Capsicum,capsicum,ddinter
drug:clove,Clove,clove,ddinter
drug:oxymetazoline_ophthalmic,Oxymetazoline (ophthalmic),oxymetazoline_ophthalmic,ddinter
drug:oxymetazoline_nasal,Oxymetazoline (nasal),oxymetazoline_nasal,ddinter
drug:oxymetazoline_topical,Oxymetazoline (topical),oxymetazoline_topical,ddinter
drug:brexucabtagene_autoleucel,Brexucabtagene autoleucel,brexucabtagene_autoleucel,ddinter
drug:tafamidis,Tafamidis,tafamidis,ddinter
drug:oxyquinoline_topical,Oxyquinoline (topical),oxyquinoline_topical,ddinter
drug:aminobenzoic_acid,Aminobenzoic acid,aminobenzoic_acid,ddinter
drug:tetryzoline_nasal,Tetryzoline (nasal),tetryzoline_nasal,ddinter
drug:beta_carotene,Beta carotene,beta_carotene,ddinter
drug:ammonium_chloride,Ammonium chloride,ammonium_chloride,ddinter
drug:methionine,Methionine,methionine,ddinter
drug:dienogest,Dienogest,dienogest,ddinter
drug:norgestimate,Norgestimate,norgestimate,ddinter
drug:cabotegravir,Cabotegravir,cabotegravir,ddinter
drug:ferric_carboxymaltose,Ferric carboxymaltose,ferric_carboxymaltose,ddinter
drug:ferric_derisomaltose,Ferric derisomaltose,ferric_derisomaltose,ddinter
drug:sodium_ferric_gluconate_complex,Sodium ferric gluconate complex,sodium_ferric_gluconate_complex,ddinter
drug:ferumoxytol,Ferumoxytol,ferumoxytol,ddinter
drug:glecaprevir,Glecaprevir,glecaprevir,ddinter
drug:hydroxyamphetamine_ophthalmic,Hydroxyamphetamine (ophthalmic),hydroxyamphetamine_ophthalmic,ddinter
drug:imipenem,Imipenem,imipenem,ddinter
drug:ipecac,Ipecac,ipecac,ddinter
drug:melphalan_flufenamide,Melphalan flufenamide,melphalan_flufenamide,ddinter
drug:tetryzoline_ophthalmic,Tetryzoline (ophthalmic),tetryzoline_ophthalmic,ddinter
drug:lutein,Lutein,lutein,ddinter
drug:saw_palmetto,Saw palmetto,saw_palmetto,ddinter
drug:fosnetupitant,Fosnetupitant,fosnetupitant,ddinter
drug:levmetamfetamine_nasal,Levmetamfetamine (nasal),levmetamfetamine_nasal,ddinter
drug:naphazoline_nasal,Naphazoline (nasal),naphazoline_nasal,ddinter
drug:phenylephrine_nasal,Phenylephrine (nasal),phenylephrine_nasal,ddinter
drug:phenylephrine_topical,Phenylephrine (topical),phenylephrine_topical,ddinter
drug:propylhexedrine_nasal,Propylhexedrine (nasal),propylhexedrine_nasal,ddinter
drug:xylometazoline_nasal,Xylometazoline (nasal),xylometazoline_nasal,ddinter
drug:nystatin,Nystatin,nystatin,ddinter
drug:gadodiamide,Gadodiamide,gadodiamide,ddinter
drug:travoprost,Travoprost,travoprost,ddinter
drug:mupirocin,Mupirocin,mupirocin,ddinter
drug:famciclovir,Famciclovir,famciclovir,ddinter
drug:raloxifene,Raloxifene,raloxifene,ddinter
drug:gadoversetamide,Gadoversetamide,gadoversetamide,ddinter
drug:latanoprost,Latanoprost,latanoprost,ddinter
drug:ribavirin,Ribavirin,ribavirin,ddinter
drug:bimatoprost,Bimatoprost,bimatoprost,ddinter
drug:desloratadine,Desloratadine,desloratadine,ddinter
drug:zopiclone,Zopiclone,zopiclone,ddinter
drug:finasteride,Finasteride,finasteride,ddinter
drug:acenocoumarol,Acenocoumarol,acenocoumarol,ddinter
drug:nitrazepam,Nitrazepam,nitrazepam,ddinter
drug:vitamin_d,Vitamin D,vitamin_d,ddinter
drug:clobetasol,Clobetasol,clobetasol,ddinter
drug:ciclopirox,Ciclopirox,ciclopirox,ddinter
drug:pimecrolimus,Pimecrolimus,pimecrolimus,ddinter
drug:oseltamivir,Oseltamivir,oseltamivir,ddinter
drug:adapalene,Adapalene,adapalene,ddinter
drug:etomidate,Etomidate,etomidate,ddinter
drug:acamprosate,Acamprosate,acamprosate,ddinter
drug:adefovir_dipivoxil,Adefovir dipivoxil,adefovir_dipivoxil,ddinter
drug:imiquimod,Imiquimod,imiquimod,ddinter
drug:olopatadine,Olopatadine,olopatadine,ddinter
drug:fulvestrant,Fulvestrant,fulvestrant,ddinter
drug:selenium_sulfide,Selenium Sulfide,selenium_sulfide,ddinter
drug:brinzolamide,Brinzolamide,brinzolamide,ddinter
drug:loteprednol_etabonate,Loteprednol etabonate,loteprednol_etabonate,ddinter
drug:fluorometholone,Fluorometholone,fluorometholone,ddinter
drug:tazarotene,Tazarotene,tazarotene,ddinter
drug:ketotifen,Ketotifen,ketotifen,ddinter
drug:fluocinonide,Fluocinonide,fluocinonide,ddinter
drug:econazole,Econazole,econazole,ddinter
drug:nitric_oxide,Nitric Oxide,nitric_oxide,ddinter
drug:chlorhexidine,Chlorhexidine,chlorhexidine,ddinter
drug:hydroxocobalamin,Hydroxocobalamin,hydroxocobalamin,ddinter
drug:tioconazole,Tioconazole,tioconazole,ddinter
drug:levobunolol,Levobunolol,levobunolol,ddinter
drug:brimonidine,Brimonidine,brimonidine,ddinter
drug:aminocaproic_acid,Aminocaproic acid,aminocaproic_acid,ddinter
drug:tropicamide,Tropicamide,tropicamide,ddinter
drug:galactose,Galactose,galactose,ddinter
drug:azelastine,Azelastine,azelastine,ddinter
drug:hydrocortisone_butyrate,Hydrocortisone butyrate,hydrocortisone_butyrate,ddinter
drug:calcipotriol,Calcipotriol,calcipotriol,ddinter
drug:anastrozole,Anastrozole,anastrozole,ddinter
drug:flumazenil,Flumazenil,flumazenil,ddinter
drug:fluocinolone_acetonide,Fluocinolone acetonide,fluocinolone_acetonide,ddinter
drug:gamma_aminobutyric_acid,gamma-Aminobutyric acid,gamma_aminobutyric_acid,ddinter
drug:dextran_low_molecular_weight,Dextran (low molecular weight),dextran_low_molecular_weight,ddinter
drug:dextran_1,Dextran (-1),dextran_1,ddinter
drug:dextran_high_molecular_weight,Dextran (high molecular weight),dextran_high_molecular_weight,ddinter
drug:heparin_flush,Heparin (flush),heparin_flush,ddinter
drug:emicizumab,Emicizumab,emicizumab,ddinter
drug:tranexamic_acid,Tranexamic acid,tranexamic_acid,ddinter
drug:darbepoetin_alfa,Darbepoetin alfa,darbepoetin_alfa,ddinter
drug:aprotinin,Aprotinin,aprotinin,ddinter
drug:protein_c,Protein C,protein_c,ddinter
drug:anti_inhibitor_coagulant_complex,Anti-inhibitor coagulant complex,anti_inhibitor_coagulant_complex,ddinter
drug:factor_ix_complex_human,Factor IX Complex (Human),factor_ix_complex_human,ddinter
drug:erythropoietin,Erythropoietin,erythropoietin,ddinter
drug:icatibant,Icatibant,icatibant,ddinter
drug:von_willebrand_factor_human,Von Willebrand Factor Human,von_willebrand_factor_human,ddinter
drug:coagulation_factor_viia_recombinant_human,Coagulation factor VIIa Recombinant Human,coagulation_factor_viia_recombinant_human,ddinter
drug:sugammadex,Sugammadex,sugammadex,ddinter
drug:coagulation_factor_x_human,Coagulation factor X human,coagulation_factor_x_human,ddinter
drug:regadenoson,Regadenoson,regadenoson,ddinter
drug:fibrinogen_human,Fibrinogen human,fibrinogen_human,ddinter
drug:romiplostim,Romiplostim,romiplostim,ddinter
drug:etidocaine,Etidocaine,etidocaine,ddinter
drug:methyl_salicylate_topical,Methyl salicylate (topical),methyl_salicylate_topical,ddinter
drug:econazole_topical,Econazole (topical),econazole_topical,ddinter
